0.000000,4.183619,0.000000,0.000000,3.516960,3.522397,3.571099,4.006178,4.475518,3.778033,0.000000,3.769673,3.975004,4.194204,5.214693,2.559374,4.235722,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,4.198519,0.000000,0.000000,3.628936,3.490878,3.567986,3.967262,3.722381,3.869557,0.000000,3.466423,4.061907,3.783220,4.298632,2.673565,3.580347,1.749228,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.969282,0.000000,0.000000,3.687337,3.341624,3.440995,3.788404,3.727716,3.959451,0.000000,3.256914,3.430709,3.636133,4.349853,3.451510,4.489130,1.987416,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.714671,0.000000,0.000000,3.469356,3.112234,3.310960,3.609865,4.001751,3.870771,0.000000,3.304111,3.461555,3.695359,4.349599,3.508098,4.413651,2.175716,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,4.151452,0.000000,0.000000,3.295256,3.241848,3.714345,3.919972,3.917561,4.196190,0.000000,3.831327,3.811796,4.158571,5.585615,1.547453,1.953248,0.301366,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,4.119589,0.000000,0.000000,3.240138,3.313419,3.496003,4.008729,4.157268,4.071650,0.000000,3.802029,3.744860,4.125270,5.394335,2.008930,3.023162,0.040761,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.913705,0.000000,0.000000,3.187337,2.942242,3.360463,3.865120,3.988521,3.764280,0.000000,3.869362,3.867626,4.042950,4.945285,1.975217,2.576152,0.802465,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,4.063540,0.000000,0.000000,3.359845,3.307999,3.577179,3.870967,3.984972,3.697130,0.000000,3.761253,4.200375,3.930755,4.831379,1.885135,2.574208,0.745448,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,4.173652,0.000000,0.000000,3.544114,3.359322,3.610185,3.923047,3.856539,3.932480,0.000000,3.655461,3.959669,3.848116,4.562706,2.341204,3.392340,1.429680,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.898949,0.000000,0.000000,3.594590,3.079619,3.309876,3.835096,3.961259,3.833754,0.000000,3.423555,3.339337,3.853704,4.287726,4.028119,5.502496,1.514347,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.827345,0.000000,0.000000,3.532043,3.292869,3.625900,3.793790,3.521443,3.775407,0.000000,3.527238,3.797197,3.802436,4.472894,2.898576,3.582320,1.791347,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.810776,0.000000,0.000000,3.301019,2.979168,3.434367,3.708289,3.935579,3.700428,0.000000,3.649512,4.016311,3.820634,4.263837,2.909006,3.511853,2.172662,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.836661,0.000000,0.000000,3.531866,3.149560,3.560818,3.784013,3.836426,3.907294,0.000000,3.617390,3.844979,3.715207,4.262383,2.889909,3.830828,1.883518,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.938655,0.000000,0.000000,3.503199,2.938631,3.181126,3.895591,3.811044,3.944071,0.000000,3.652430,3.557579,3.829229,4.229337,3.408170,4.994989,1.566000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,4.086154,0.000000,0.000000,3.696754,3.848745,3.762066,3.798026,3.853139,3.627726,0.000000,3.192605,3.822732,3.761957,4.376771,3.054688,4.650407,0.445345,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.975594,0.000000,0.000000,3.508713,3.687919,3.724251,3.775681,3.575607,3.725479,0.000000,3.494411,4.192214,3.632335,3.998989,2.108723,2.619181,2.445834,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.912240,0.000000,0.000000,3.503944,3.722945,3.377955,3.709996,4.172286,3.690989,0.000000,3.555222,4.210666,3.439714,3.888354,2.366688,3.210152,2.119103,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.664582,0.000000,0.000000,3.506603,3.150082,3.282469,3.601825,3.995445,3.715399,0.000000,3.177006,3.337125,3.737090,4.242778,4.268376,5.415454,2.066535,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.902823,0.000000,0.000000,3.510571,3.216205,3.545793,3.711471,3.620792,4.012812,0.000000,3.406820,3.781723,3.641570,4.413596,2.659105,2.873443,2.670366,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.951535,0.000000,0.000000,3.462681,3.208768,3.466398,3.856310,4.196133,3.922570,0.000000,3.995936,3.998884,3.976487,5.213630,1.789269,2.230241,0.972509,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,4.033834,0.000000,0.000000,3.587240,3.533701,3.607741,3.861034,4.253223,3.695382,0.000000,3.689297,3.952574,3.991180,4.826472,2.770793,4.280248,0.431698,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.981880,0.000000,0.000000,3.460733,3.264257,3.320368,3.793799,3.841579,3.735334,0.000000,3.311172,3.838936,3.669412,3.849387,3.480981,4.630720,2.147504,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,4.021204,0.000000,0.000000,3.601330,3.416302,3.560807,3.846269,3.567406,3.969564,0.000000,3.427048,3.539535,3.667125,4.623928,2.640898,3.554484,1.724433,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.870722,0.000000,0.000000,3.409066,3.352317,3.399524,3.770711,4.063751,3.899612,0.000000,3.438970,3.506537,3.787454,4.593894,3.263670,4.356221,1.470592,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,4.090508,0.000000,0.000000,3.253614,3.322813,3.664661,4.023651,3.756197,3.866770,0.000000,4.136767,4.115209,4.169140,5.492255,1.130871,1.302647,0.458622,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,4.307796,0.000000,0.000000,3.545442,3.398582,3.594988,4.002116,4.073316,3.914805,0.000000,3.837424,3.982478,4.165525,5.281961,2.211103,3.031763,0.069249,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,4.363375,0.000000,0.000000,3.514116,3.195429,3.695187,4.041376,3.686033,4.214611,0.000000,3.773397,4.066452,3.973141,5.052533,1.135950,1.257822,1.124988,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.864635,0.000000,0.000000,3.726518,3.442315,3.491575,3.863655,3.991631,3.776737,0.000000,3.648239,3.641780,3.818691,4.684603,3.104319,4.352054,1.069727,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,4.018681,0.000000,0.000000,3.637571,3.275040,3.551594,3.762547,4.110448,3.727407,0.000000,3.531358,3.875321,3.936778,4.384922,3.637731,4.799752,1.259468,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.915778,0.000000,0.000000,3.566012,3.559326,3.727243,3.733324,3.665099,3.787050,0.000000,3.501215,3.868256,3.699512,4.675453,2.235168,2.982147,1.419372,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
