1.000000,7.000000,4.000000,16.000000,25.000000,7.000000,4.000000,16.000000,25.000000,9.350000,0.000000,10.000000,1.000000,2.000000,0.000000,2.000000,0.000000,47.690000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.000000,7.000000,15.000000,13.000000,0.000000,13.000000,0.000000,16.000000,15.000000,9.000000,2.000000,10.000000,1.000000,1.000000,0.000000,0.000000,1.000000,17.560000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,7.000000,3.000000,16.000000,18.000000,7.000000,3.000000,16.000000,18.000000,9.250000,1.000000,10.000000,1.000000,4.000000,0.000000,4.000000,0.000000,29.790000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.000000,7.000000,15.000000,13.000000,5.000000,13.000000,5.000000,16.000000,15.000000,9.000000,2.000000,10.000000,1.000000,1.000000,0.000000,1.000000,0.000000,23.550000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.000000,7.000000,1.000000,12.000000,43.000000,12.000000,43.000000,16.000000,27.000000,9.430000,2.000000,10.000000,1.000000,2.000000,0.000000,2.000000,0.000000,35.470000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,7.000000,1.000000,16.000000,21.000000,7.000000,1.000000,16.000000,21.000000,9.330000,4.000000,10.000000,1.000000,3.000000,0.000000,2.000000,1.000000,39.280000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.000000,7.000000,10.000000,11.000000,28.000000,11.000000,28.000000,16.000000,24.000000,9.230000,2.000000,10.000000,1.000000,2.000000,0.000000,2.000000,0.000000,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.000000,7.000000,15.000000,13.000000,8.000000,13.000000,8.000000,16.000000,15.000000,9.000000,3.000000,10.000000,1.000000,1.000000,1.000000,0.000000,1.000000,23.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,7.000000,5.000000,16.000000,20.000000,7.000000,5.000000,16.000000,20.000000,9.250000,3.000000,10.000000,1.000000,4.000000,0.000000,4.000000,0.000000,34.270000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.000000,7.000000,15.000000,12.000000,3.000000,12.000000,3.000000,16.000000,15.000000,9.000000,2.000000,10.000000,1.000000,1.000000,0.000000,1.000000,0.000000,29.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,7.000000,9.000000,16.000000,15.000000,7.000000,9.000000,16.000000,15.000000,9.100000,3.000000,10.000000,1.000000,4.000000,0.000000,4.000000,0.000000,33.140000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.000000,7.000000,4.000000,11.000000,34.000000,11.000000,34.000000,16.000000,30.000000,9.430000,2.000000,10.000000,1.000000,3.000000,1.000000,0.000000,3.000000,22.120000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.000000,7.000000,13.000000,11.000000,10.000000,11.000000,10.000000,16.000000,15.000000,9.030000,2.000000,10.000000,1.000000,2.000000,0.000000,1.000000,1.000000,32.950000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.000000,7.000000,15.000000,11.000000,22.000000,11.000000,22.000000,16.000000,15.000000,9.000000,3.000000,10.000000,1.000000,1.000000,1.000000,0.000000,1.000000,30.070000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
