0.004407,0.995593
0.048771,0.951229
0.073580,0.926421
0.013372,0.986628
0.007611,0.992389
0.363937,0.636063
0.024406,0.975594
0.013974,0.986026
0.019795,0.980205
0.104789,0.895211
0.098109,0.901891
0.608208,0.391792
0.061046,0.938954
0.011660,0.988340
0.013596,0.986404
0.019595,0.980405
0.003004,0.996996
0.999666,0.000334
0.021177,0.978823
0.040270,0.959730
0.748725,0.251275
0.972806,0.027194
0.987292,0.012708
0.005932,0.994068
0.217484,0.782516
0.009413,0.990587
0.024206,0.975794
0.656652,0.343348
0.005663,0.994337
0.016335,0.983665
0.011934,0.988066
0.015189,0.984811
0.051141,0.948859
0.899731,0.100269
0.040049,0.959951
0.054285,0.945715
0.091305,0.908696
0.009257,0.990743
0.053439,0.946561
0.081060,0.918940
0.044862,0.955138
0.100821,0.899179
0.158694,0.841306
0.007908,0.992092
0.945458,0.054542
0.007303,0.992697
0.005494,0.994506
0.065110,0.934890
0.039258,0.960742
0.009264,0.990736
0.074140,0.925860
0.029415,0.970585
0.089645,0.910355
0.007263,0.992737
0.017665,0.982335
0.005043,0.994957
0.034133,0.965867
0.086895,0.913105
0.109139,0.890861
0.214560,0.785440
0.002815,0.997185
0.293990,0.706010
0.060858,0.939143
0.012391,0.987609
0.898377,0.101623
0.009914,0.990086
0.008756,0.991244
0.057383,0.942617
0.049481,0.950519
0.005600,0.994400
0.074898,0.925102
0.857967,0.142033
0.097002,0.902999
0.012233,0.987767
0.013256,0.986744
0.121232,0.878768
0.041881,0.958119
0.339267,0.660734
0.094678,0.905322
0.130612,0.869388
0.007806,0.992194
0.079054,0.920946
0.078514,0.921486
0.080365,0.919635
0.022594,0.977406
0.083292,0.916709
0.076680,0.923320
0.010608,0.989392
0.013057,0.986943
0.464584,0.535416
0.016579,0.983421
0.007343,0.992657
0.061542,0.938458
0.004787,0.995213
0.039481,0.960519
0.011446,0.988554
0.118649,0.881351
0.023517,0.976483
0.039698,0.960302
0.640548,0.359452
0.015815,0.984185
0.009624,0.990377
0.027777,0.972223
0.008856,0.991144
0.078658,0.921342
0.009726,0.990274
0.012062,0.987938
0.074020,0.925980
0.051640,0.948360
0.034412,0.965588
0.052517,0.947483
0.889408,0.110592
0.016007,0.983993
0.035956,0.964045
0.009922,0.990078
0.004757,0.995243
0.902709,0.097291
0.042520,0.957480
0.015933,0.984067
0.084571,0.915429
0.137976,0.862024
0.873595,0.126405
0.047739,0.952261
0.985795,0.014205
0.111439,0.888561
0.785350,0.214650
0.019672,0.980328
0.351351,0.648649
0.142149,0.857851
0.122906,0.877094
0.044550,0.955450
0.100100,0.899900
0.004209,0.995791
0.018932,0.981068
0.082873,0.917127
0.644478,0.355522
0.026536,0.973464
0.965776,0.034224
0.063159,0.936841
0.199965,0.800035
0.006793,0.993207
0.014260,0.985740
0.036437,0.963563
0.043962,0.956038
0.005874,0.994126
0.021488,0.978512
0.073963,0.926037
0.025283,0.974717
0.010089,0.989911
0.017857,0.982143
0.958748,0.041252
0.891458,0.108542
0.138383,0.861617
0.090839,0.909162
0.010974,0.989026
0.175001,0.824999
0.027705,0.972295
0.994562,0.005438
0.042557,0.957443
0.012471,0.987528
0.086459,0.913541
0.006625,0.993375
0.029391,0.970609
0.024650,0.975350
0.026626,0.973374
0.041253,0.958747
0.047671,0.952329
0.087741,0.912259
0.927200,0.072800
0.033999,0.966001
0.011454,0.988546
0.010106,0.989894
0.015179,0.984821
0.011163,0.988837
0.934662,0.065338
0.065468,0.934532
0.028590,0.971410
0.008176,0.991824
0.072591,0.927409
0.034708,0.965292
0.039899,0.960101
0.133542,0.866458
0.014275,0.985725
0.009704,0.990296
0.005227,0.994773
0.011780,0.988220
0.018099,0.981901
0.057625,0.942375
0.555443,0.444557
0.088242,0.911758
0.059214,0.940786
0.981411,0.018589
0.091262,0.908738
0.036102,0.963898
0.031022,0.968978
0.007462,0.992538
0.015333,0.984667
0.054414,0.945586
0.024322,0.975678
0.004985,0.995015
