0.846664,1.891159,1.225708
1.327964,1.999078,1.160631
0.815577,3.757751,2.128120
0.713333,2.219101,1.281070
0.735930,2.871009,0.340711
1.184022,1.941707,1.260171
1.442693,2.188950,0.903438
0.909719,2.866231,1.557253
1.068289,1.701727,0.633609
0.538956,1.493387,1.342639
1.045781,2.513159,0.681949
2.346087,1.578477,1.822006
0.792179,3.211715,2.082971
1.079404,1.819981,0.483985
0.758810,2.071556,0.776742
0.604692,1.858057,1.367721
0.553737,2.069653,1.200105
0.823149,2.202957,1.368439
0.644849,2.140147,1.210699
0.489273,2.341792,1.100170
0.634915,2.689770,0.853812
1.053434,2.345026,0.383316
0.574071,2.115999,1.091996
0.612785,1.834824,0.853276
0.639456,1.910801,0.727431
0.541384,2.611246,1.468860
1.584100,3.219789,0.659892
1.199905,1.500505,1.656941
1.046184,4.072136,1.958088
0.210139,1.077990,0.947110
0.943724,1.480676,0.348159
1.537016,1.952952,1.036610
0.990381,3.565940,1.989907
0.552133,3.392278,1.373779
0.659558,1.793874,1.316674
0.966841,2.805253,1.376205
1.077741,1.350123,0.734334
0.948305,3.686729,1.743314
0.722408,1.644394,0.575706
0.764998,1.337142,0.666457
1.258053,3.402076,1.096033
0.832024,3.174638,1.904759
1.241557,1.307153,0.435750
1.209101,1.913922,0.422270
0.630685,2.605246,1.844005
1.263697,4.359013,2.025140
0.907494,2.425548,0.557234
0.676982,2.608363,0.927141
1.280031,2.995364,0.636465
0.927110,2.791296,1.125686
0.631779,2.322592,1.186923
1.165326,2.765188,0.496356
0.748973,3.333497,1.111733
1.114503,1.985422,1.180625
0.666641,2.103202,1.213249
0.854298,2.603300,1.068738
0.945274,1.846053,0.789492
0.737739,2.406783,0.335326
1.230849,2.199860,1.142220
1.077822,3.333584,1.362360
1.289050,3.550773,1.919471
0.799303,2.336420,0.874567
0.738250,1.972627,0.844972
0.735509,2.761643,1.646133
0.637685,2.788702,1.779535
0.679160,3.080663,1.289890
1.144424,1.681669,0.896441
0.248234,2.137960,1.708594
0.499723,3.555641,1.420256
0.847368,2.903058,1.387583
0.793856,2.662203,1.452780
0.491079,2.316995,1.131948
1.082750,2.852969,2.118903
0.641517,1.986580,1.377297
0.492118,2.731016,1.533837
0.418763,1.906203,0.671445
0.871386,1.664180,0.772684
0.418866,3.276476,1.126179
0.588956,1.350789,1.221882
0.587985,1.940965,0.871071
0.578753,1.916118,1.033291
0.761580,1.724768,0.858417
0.640117,1.558852,0.579866
0.560717,2.238058,1.097658
0.704689,4.747411,1.989518
1.504178,4.525859,3.231564
0.885931,1.777804,0.622431
0.818145,1.800487,0.980465
0.981596,1.445545,0.421122
1.156218,1.818636,0.670959
0.596417,1.862642,0.689316
0.970203,2.906691,1.350556
0.596172,2.784239,1.063135
1.244922,3.342660,1.542314
0.840294,2.679497,1.233727
0.448833,2.197168,0.502621
0.577773,1.976407,1.154936
0.537054,1.573621,1.181292
1.041339,2.077514,1.016036
0.639849,3.498017,1.190414
1.289543,1.721985,0.864920
0.796055,1.197261,0.638332
0.926388,2.055725,0.789309
0.758942,1.796806,0.649536
1.288100,3.899730,1.916579
0.721983,1.554907,0.865389
0.798771,1.822838,0.653778
0.814100,3.047065,1.075187
1.327953,4.734921,1.973555
0.836867,3.381720,1.098222
0.447948,2.075415,0.735007
0.816551,1.776176,1.518037
0.597867,1.698966,0.679203
0.722121,2.273589,1.107212
0.935009,1.579448,1.024513
0.987883,3.042584,1.223780
0.928365,3.635519,1.738848
0.483807,3.660314,1.550029
